id,true_freq_hz,waveform,amplitude,snr_db,est_freq_hz,error_pct,success,iterations,elapsed_ms
1,38079.47,triangle,0.7588,31.97,38183.59,0.273433,1,21,27.69
2,16445.85,sine,0.1523,37.32,16542.97,0.590565,1,53,55.74
3,60510.39,triangle,0.1185,39.40,60522.46,0.019955,1,26,30.62
4,83411.82,sine,0.2636,23.67,83500.98,0.106885,1,12,14.31
5,31119.98,square,0.4888,25.82,31171.88,0.166751,1,25,34.93
6,61573.44,sine,0.3629,27.33,61606.45,0.053609,1,20,24.50
7,46150.93,triangle,0.2797,30.28,46274.41,0.267569,1,10,12.43
8,59649.04,sine,0.6468,23.41,59658.20,0.015358,1,63,70.01
9,7440.11,triangle,0.9691,36.17,7543.95,1.395647,1,52,67.21
10,31156.76,sine,0.7158,28.80,31264.65,0.346266,1,24,29.63
11,13081.79,square,0.1309,38.19,13183.59,0.778246,1,61,79.11
12,26619.22,square,0.3805,30.40,26728.52,0.410596,1,39,55.21
13,55124.32,sine,0.9726,35.50,55200.20,0.137648,1,38,136.42
14,94010.40,triangle,0.6381,38.44,94072.27,0.065812,1,23,25.94
15,9760.76,sine,0.1407,26.51,9843.75,0.850265,1,73,74.78
16,39479.05,sine,0.8459,27.14,39531.25,0.132218,1,9,8.37
17,28812.52,square,0.2268,36.04,28886.72,0.257535,1,13,17.60
18,8380.51,triangle,0.7950,23.97,8471.68,1.087833,1,14,16.11
19,1546.69,triangle,0.7362,34.58,1552.73,0.390820,1,255,192.68
20,77355.76,sine,0.4226,22.32,77446.29,0.117024,1,50,52.78
21,86447.24,square,0.3978,21.27,86474.61,0.031661,1,39,61.11
22,31787.25,sine,0.7566,32.75,31914.06,0.398942,1,17,21.77
23,88834.06,square,0.2076,34.26,88901.37,0.075766,1,4,6.92
24,76317.72,square,0.7939,29.88,76420.90,0.135196,1,28,44.20
25,52750.55,square,0.1229,22.16,52827.15,0.145209,1,12,20.77
26,4111.49,square,0.3829,30.17,4321.29,5.102766,1,66,181.45
27,90849.08,sine,0.4693,35.11,90947.27,0.108075,1,83,89.39
28,23651.02,sine,0.3608,23.22,23730.47,0.335928,1,37,43.24
29,93040.07,triangle,0.6701,37.43,93164.06,0.133270,1,1,1.30
30,80563.54,sine,0.9033,30.79,80629.88,0.082354,1,24,28.64
31,80936.58,triangle,0.3862,22.20,81010.74,0.091636,1,8,10.55
32,23565.58,square,0.8362,37.21,23657.23,0.388895,1,38,46.58
33,1688.26,square,0.4757,24.44,1772.46,4.987382,1,240,192.02
34,12866.67,square,0.9486,26.46,12963.87,0.755408,1,66,91.36
35,52360.27,triangle,0.4273,39.44,52373.05,0.024399,1,15,29.89
36,96282.28,sine,0.5475,26.02,96411.13,0.133826,1,2,2.01
37,29199.21,sine,0.6486,30.05,29301.76,0.351204,1,8,7.71
38,6096.40,sine,0.9174,24.79,6201.17,1.718646,1,107,87.11
39,15344.59,square,0.9871,24.84,15468.75,0.809130,1,9,107.52
40,67541.42,triangle,0.3139,34.56,67602.54,0.090492,1,6,5.66
41,37410.53,square,0.6702,30.72,37509.77,0.265261,1,27,38.96
42,9938.69,triangle,0.3887,23.73,10014.65,0.764298,1,68,54.30
43,5036.74,square,0.7098,20.33,5273.44,4.699439,1,1,1.10
44,51697.21,sine,0.6807,23.49,51767.58,0.136111,1,19,17.91
45,69402.84,square,0.9431,22.75,69467.77,0.093566,1,14,19.00
46,34765.57,sine,0.9322,37.55,34863.28,0.281061,1,21,18.21
47,26536.22,square,0.8355,31.10,26645.51,0.411840,1,40,51.23
48,53435.41,sine,0.1838,37.94,53496.09,0.113570,1,29,35.44
49,90141.39,square,0.4051,26.98,90234.38,0.103157,1,25,38.87
50,72869.61,triangle,0.8984,35.60,72949.22,0.109245,1,29,44.88
51,64561.13,sine,0.2455,37.97,64677.73,0.180606,1,3,4.92
52,61036.48,sine,0.1913,33.27,61064.45,0.045835,1,23,116.56
53,1501.10,sine,0.5939,33.84,1567.38,4.415839,1,254,187.87
54,65544.16,sine,0.7410,24.74,65664.06,0.182927,1,33,34.18
55,33214.57,triangle,0.6847,36.98,33305.66,0.274259,1,2,1.85
56,66103.68,square,0.1843,27.35,66137.70,0.051463,1,46,63.62
57,27255.03,sine,0.9757,27.86,27309.57,0.200095,1,32,34.16
58,89312.61,square,0.8153,30.05,89399.41,0.097192,1,2,2.74
59,58113.48,square,0.2757,34.45,58173.83,0.103837,1,39,62.18
60,28796.46,sine,0.6809,23.54,28886.72,0.313423,1,13,14.30
61,94105.40,triangle,0.9234,27.40,94204.10,0.104884,1,34,38.78
62,2530.21,triangle,0.4854,39.33,2548.83,0.736031,1,187,168.49
63,96398.38,triangle,0.3650,27.70,96411.13,0.013232,1,2,3.21
64,85262.53,sine,0.2525,31.14,85273.44,0.012792,1,65,74.00
65,93679.32,triangle,0.6131,21.94,93725.59,0.049385,1,12,109.55
66,61885.72,triangle,0.2261,30.37,61967.77,0.132596,1,18,19.72
67,87859.93,triangle,0.7273,34.05,87905.27,0.051604,1,8,8.60
68,36589.62,sine,0.8284,36.20,36708.98,0.326214,1,3,2.82
69,86840.16,triangle,0.5602,30.03,86909.18,0.079480,1,12,12.34
70,80031.22,square,0.7318,35.92,80092.77,0.076908,1,12,15.18
71,89110.53,square,0.4380,21.88,89150.39,0.044733,1,3,3.99
72,58249.73,sine,0.5190,30.85,58276.37,0.045722,1,20,20.73
73,29367.58,square,0.1275,20.75,29467.77,0.341157,1,6,7.37
74,82437.46,square,0.2144,30.44,82543.95,0.129176,1,16,28.56
75,77229.36,sine,0.6606,21.71,77343.75,0.148115,1,9,8.47
76,6116.49,square,0.5866,32.75,6225.59,1.783630,1,106,125.40
77,72883.04,triangle,0.5647,26.46,72949.22,0.090799,1,29,42.93
78,79723.43,sine,0.4951,21.57,79863.28,0.175416,1,13,106.28
79,3509.72,triangle,0.8524,33.92,3530.27,0.585512,1,120,107.87
80,41486.34,sine,0.2408,25.00,41503.91,0.042339,1,21,20.59
81,55373.44,triangle,0.6942,25.60,55429.69,0.101579,1,17,17.33
82,95531.66,triangle,0.5989,32.23,95605.47,0.077258,1,5,6.14
83,42540.41,sine,0.4204,35.16,42602.54,0.146056,1,12,12.78
84,2424.96,sine,0.1414,20.81,2534.18,4.504178,1,188,157.26
85,85690.60,triangle,0.5268,21.96,85722.66,0.037412,1,53,73.62
86,49669.97,square,0.2559,28.68,49702.15,0.064781,1,10,13.92
87,40451.97,square,0.6716,20.91,40527.34,0.186332,1,29,44.95
88,38086.65,square,0.5528,37.13,38183.59,0.254538,1,21,31.71
89,66210.67,sine,0.1635,32.85,66269.53,0.088901,1,13,13.27
90,3624.62,square,0.9462,31.51,3808.59,5.075677,1,101,107.55
91,39428.82,square,0.5124,30.91,39531.25,0.259778,1,9,107.25
92,94205.02,square,0.9651,38.11,94262.70,0.061227,1,10,16.14
93,20383.32,sine,0.1907,20.36,20502.93,0.586790,1,38,42.52
94,10349.85,triangle,0.1641,26.38,10424.80,0.724180,1,56,57.49
95,84642.66,sine,0.8330,25.64,84697.27,0.064518,1,7,6.63
96,12698.32,triangle,0.6660,37.55,12788.09,0.706928,1,70,62.75
97,73772.03,triangle,0.3538,23.55,73828.12,0.076034,1,25,32.52
98,75310.86,triangle,0.9915,28.25,75375.98,0.086463,1,2,2.62
99,37829.79,triangle,0.4067,38.62,37846.68,0.044645,1,24,28.87
100,85982.86,square,0.7758,35.09,86079.10,0.111928,1,72,90.05
101,11209.26,triangle,0.5547,36.53,11313.48,0.929709,1,30,33.65
102,32684.91,triangle,0.4503,20.22,32749.02,0.196155,1,8,22.10
103,90632.82,sine,0.3874,39.00,90732.42,0.109901,1,35,42.29
104,95110.11,square,0.6687,28.97,95214.84,0.110121,1,61,183.03
105,30027.87,sine,0.7053,35.05,30058.59,0.102329,1,37,36.46
106,79366.33,triangle,0.1821,29.89,79404.30,0.047843,1,15,20.48
107,6698.32,square,0.4974,37.75,6811.52,1.690069,1,82,99.19
108,35740.59,sine,0.2287,35.23,35786.13,0.127437,1,12,14.66
109,62203.59,sine,0.1757,34.02,62329.10,0.201778,1,16,18.87
110,8203.54,triangle,0.7356,21.63,8300.78,1.185386,1,21,24.47
111,9398.93,triangle,0.4368,27.41,9467.77,0.732421,1,84,90.49
112,81467.16,triangle,0.9874,35.07,81469.73,0.003154,1,6,8.20
113,38249.70,sine,0.7994,31.17,38295.90,0.120784,1,20,27.98
114,42997.98,triangle,0.2001,29.85,43090.82,0.215920,1,8,19.92
115,2124.01,square,0.1507,22.38,2226.56,4.828208,1,209,199.61
116,12635.10,square,0.7714,31.67,12744.14,0.863010,1,71,75.24
117,96255.08,square,0.3571,37.37,96298.83,0.045448,1,15,109.46
118,23135.99,triangle,0.1109,39.40,23217.77,0.353499,1,44,45.15
119,5272.83,triangle,0.5749,39.86,5273.44,0.011497,1,1,1.07
120,8305.86,square,0.9724,30.46,8447.27,1.702481,1,15,22.25
121,63310.47,triangle,0.5091,32.55,63413.09,0.162091,1,10,8.82
122,58847.12,triangle,0.1409,25.62,58959.96,0.191758,1,16,13.80
123,95090.74,triangle,0.5101,32.40,95185.55,0.099705,1,19,16.43
124,28460.74,sine,0.5173,27.07,28554.69,0.330105,1,17,16.88
125,58781.96,sine,0.9770,39.72,58789.06,0.012091,1,17,19.09
126,70118.01,square,0.3786,36.28,70268.55,0.214702,1,10,17.96
127,68788.39,sine,0.9198,36.45,68867.19,0.114556,1,17,18.79
128,95030.19,triangle,0.6521,28.36,95068.36,0.040164,1,7,9.40
129,93340.12,triangle,0.1407,20.53,93457.03,0.125253,1,13,14.03
130,38269.87,triangle,0.9885,23.01,38295.90,0.068004,1,20,117.90
131,59818.94,square,0.9729,36.84,59858.40,0.065962,1,62,70.90
132,83994.54,square,0.4733,25.47,84106.45,0.133227,1,36,43.10
133,6581.17,triangle,0.8316,39.99,6665.04,1.274315,1,88,93.47
134,99667.05,square,0.7921,38.90,99677.73,0.010723,1,15,26.94
135,85115.09,sine,0.5055,22.58,85175.78,0.071303,1,5,5.47
136,95451.05,square,0.3058,33.43,95532.23,0.085043,1,60,88.75
137,62194.70,square,0.2022,33.43,62270.51,0.121895,1,34,43.77
138,52510.46,triangle,0.5681,37.04,52524.41,0.026569,1,14,30.27
139,55638.78,square,0.8890,28.07,55751.95,0.203412,1,15,24.50
140,14267.51,sine,0.7796,32.41,14370.12,0.719184,1,34,38.11
141,70703.90,sine,0.2227,20.29,70756.84,0.074874,1,24,27.55
142,35708.17,square,0.4530,28.75,35786.13,0.218338,1,12,21.00
143,90511.71,square,0.5626,35.67,90576.17,0.071219,1,11,116.00
144,40257.74,square,0.8761,38.99,40317.38,0.148164,1,2,3.43
145,15560.27,triangle,0.5429,25.16,15688.48,0.823905,1,4,4.84
146,46454.44,triangle,0.5434,26.58,46538.09,0.180060,1,8,10.07
147,63706.68,sine,0.1683,22.58,63774.41,0.106315,1,8,10.31
148,13676.54,sine,0.2249,32.82,13798.83,0.894160,1,47,56.52
149,19006.13,square,0.9071,29.48,19121.09,0.604886,1,5,7.58
150,67088.22,sine,0.2731,20.82,67187.50,0.147990,1,41,47.99
151,17724.57,sine,0.2593,21.77,17832.03,0.606277,1,29,35.63
152,12942.95,square,0.2857,27.29,13051.76,0.840663,1,64,82.24
153,50838.31,triangle,0.1354,35.99,50859.38,0.041436,1,25,36.26
154,63162.14,sine,0.8862,38.42,63232.42,0.111274,1,11,14.01
155,7046.72,sine,0.8256,34.97,7153.32,1.512793,1,68,85.26
156,19267.58,sine,0.4334,29.69,19335.94,0.354775,1,1,68.93
157,62207.22,square,0.5163,34.95,62329.10,0.195924,1,16,26.40
158,4631.64,sine,0.7420,37.90,4833.98,4.368807,1,31,33.00
159,51656.07,square,0.1965,28.95,51767.58,0.215873,1,19,22.83
160,53729.11,sine,0.3423,27.55,53735.35,0.011618,1,6,5.48
161,2987.05,sine,0.2903,26.55,3120.12,4.454852,1,148,129.25
162,12856.45,triangle,0.6342,33.58,12963.87,0.835504,1,66,65.54
163,79127.95,square,0.1782,30.74,79174.80,0.059211,1,16,25.80
164,59097.27,triangle,0.4885,22.55,59130.86,0.056836,1,15,16.63
165,29093.81,square,0.6813,31.42,29218.75,0.429422,1,9,14.07
166,36253.58,triangle,0.6452,24.74,36298.83,0.124822,1,7,15.74
167,11076.46,sine,0.3214,23.21,11176.76,0.905461,1,34,34.78
168,19470.14,sine,0.2560,37.94,19550.78,0.414203,1,53,55.82
169,8943.14,square,0.4694,39.65,9057.62,1.280047,1,96,187.97
170,12091.85,square,0.9725,37.31,12202.15,0.912161,1,4,8.61
171,81890.14,sine,0.2538,33.37,81928.71,0.047107,1,4,5.03
172,93008.22,square,0.6145,25.60,93051.76,0.046808,1,38,58.05
173,77179.80,sine,0.3913,28.51,77280.27,0.130181,1,38,41.90
174,51253.43,sine,0.2034,32.21,51313.48,0.117161,1,22,24.38
175,29574.42,square,0.2389,29.62,29716.80,0.481403,1,3,5.48
176,53726.35,sine,0.4029,22.69,53735.35,0.016747,1,6,7.60
177,7274.12,triangle,0.3901,36.20,7373.05,1.359955,1,59,65.03
178,26209.42,triangle,0.7842,31.91,26293.95,0.322481,1,2,4.31
179,47686.04,square,0.4140,38.59,47719.73,0.070637,1,24,41.51
180,83231.32,triangle,0.2119,34.62,83261.72,0.036522,1,13,15.86
181,93895.71,sine,0.1598,34.82,93994.14,0.104835,1,11,15.39
182,57872.84,triangle,0.2258,35.91,57934.57,0.106669,1,22,117.05
183,20961.10,sine,0.2478,36.29,21074.22,0.539638,1,29,30.67
184,66854.52,square,0.4229,37.54,66865.23,0.016019,1,27,42.07
185,39852.07,triangle,0.4952,27.54,39980.47,0.322199,1,5,4.53
186,46805.30,sine,0.7728,30.05,46933.59,0.274104,1,5,4.86
187,23989.06,triangle,0.4455,30.87,24096.68,0.448633,1,32,33.02
188,90740.74,square,0.2052,38.80,90834.96,0.103836,1,10,13.08
189,63143.10,square,0.2253,35.88,63232.42,0.141464,1,11,13.56
190,62387.20,square,0.9045,35.77,62509.77,0.196455,1,15,18.55
191,16015.81,sine,0.3236,34.88,16113.28,0.608575,1,61,64.58
192,4319.71,square,0.7862,37.54,4541.02,5.123134,1,51,62.88
193,34866.09,triangle,0.1996,36.93,34965.82,0.286029,1,20,21.94
194,13621.38,square,0.8176,23.00,13710.94,0.657495,1,49,58.94
195,23695.89,triangle,0.7480,32.82,23803.71,0.455028,1,36,139.88
196,69700.90,square,0.3266,26.91,69707.03,0.008802,1,29,46.10
197,18978.17,triangle,0.6251,28.02,19067.38,0.470060,1,6,7.16
198,46738.57,triangle,0.2380,31.72,46801.76,0.135184,1,6,7.57
199,51082.98,square,0.1163,37.44,51162.11,0.154905,1,23,33.55
200,93279.71,square,0.7270,38.45,93339.84,0.064466,1,37,53.23
201,71016.62,sine,0.6187,32.13,71069.34,0.074224,1,6,6.07
202,42988.94,triangle,0.9409,38.51,43090.82,0.237000,1,8,8.15
203,45633.10,sine,0.9864,36.78,45747.07,0.249759,1,14,15.78
204,13341.61,triangle,0.8829,30.38,13447.27,0.791960,1,55,56.42
205,59536.27,square,0.1493,26.70,59643.55,0.180204,1,12,18.83
206,80482.49,sine,0.4001,27.96,80551.76,0.086064,1,10,13.16
207,54202.16,triangle,0.4117,26.94,54301.76,0.183744,1,24,37.97
208,74012.62,square,0.3021,29.05,74116.21,0.139959,1,8,102.35
209,14944.85,sine,0.5485,28.38,15029.30,0.565090,1,19,16.74
210,91569.74,square,0.6225,32.65,91611.33,0.045412,1,7,9.13
211,2296.35,square,0.2602,39.22,2416.99,5.253595,1,196,167.48
212,15717.61,square,0.1768,39.94,15820.31,0.653423,1,1,1.11
213,50717.31,square,0.1604,35.00,50834.96,0.231982,1,2,3.21
214,21780.65,triangle,0.2846,23.81,21899.41,0.545256,1,16,15.75
215,4618.42,square,0.6084,21.31,4863.28,5.301906,1,29,35.30
216,77777.23,square,0.5720,28.82,77797.85,0.026508,1,22,34.74
217,40675.54,square,0.2397,23.64,40771.48,0.235870,1,27,38.56
218,86316.78,triangle,0.4360,25.41,86411.13,0.109314,1,14,14.92
219,64755.95,square,0.1228,23.12,64858.40,0.158200,1,2,2.50
220,71881.25,square,0.1244,24.44,71870.12,0.015489,1,2,3.50
221,23876.40,triangle,0.1177,22.08,23950.20,0.309052,1,34,36.54
222,80191.69,sine,0.6875,24.76,80224.61,0.041048,1,51,53.98
223,10844.70,sine,0.7500,37.11,10937.50,0.855737,1,41,41.80
224,83191.77,square,0.7013,24.10,83261.72,0.084085,1,13,23.30
225,30021.63,triangle,0.1117,21.71,30058.59,0.123139,1,37,37.65
226,21580.74,sine,0.2633,31.66,21708.98,0.594257,1,19,20.74
227,42721.03,triangle,0.8357,26.84,42846.68,0.294116,1,10,11.58
228,26682.92,square,0.6313,25.36,26811.52,0.481969,1,38,53.56
229,62790.74,square,0.5968,28.72,62871.09,0.127968,1,13,17.56
230,30152.11,triangle,0.7872,22.80,30244.14,0.305221,1,35,30.90
231,86978.33,square,0.9051,36.00,87011.72,0.038388,1,37,46.66
232,43096.14,sine,0.3418,30.83,43212.89,0.270914,1,7,6.52
233,63714.34,sine,0.2254,36.70,63774.41,0.094281,1,8,9.62
234,98455.82,square,0.2545,25.45,98525.39,0.070666,1,19,34.61
235,2820.68,triangle,0.2060,31.53,2841.80,0.748753,1,167,144.38
236,28131.47,square,0.6863,36.59,28222.66,0.324154,1,21,35.64
237,21435.71,sine,0.2232,38.00,21518.55,0.386499,1,22,25.25
238,87515.12,square,0.6405,33.30,87548.83,0.038520,1,35,58.89
239,18361.76,triangle,0.4769,27.66,18476.56,0.625245,1,17,21.51
240,52372.85,sine,0.2497,34.76,52465.82,0.177511,1,54,52.49
241,9197.07,square,0.3208,27.79,9296.88,1.085203,1,89,94.16
242,29580.68,square,0.7471,25.94,29716.80,0.460155,1,3,5.04
243,57074.06,square,0.6973,38.74,57202.15,0.224426,1,6,8.96
244,73524.64,sine,0.1281,25.25,73608.40,0.113922,1,26,21.00
245,59912.72,sine,0.5467,31.94,59985.35,0.121237,1,10,10.41
246,34090.15,triangle,0.1959,21.50,34145.51,0.162401,1,28,30.49
247,73090.69,square,0.7196,28.70,73168.95,0.107070,1,28,37.80
248,25393.80,triangle,0.8195,33.89,25488.28,0.372059,1,13,12.80
249,27942.37,square,0.4249,21.83,27973.63,0.111888,1,24,33.77
250,91814.04,sine,0.9552,28.92,91870.12,0.061073,1,6,6.71
251,19328.16,square,0.8857,34.64,19335.94,0.040239,1,1,1.61
252,80849.55,square,0.7230,36.98,80869.14,0.024226,1,23,36.50
253,25717.13,square,0.2991,39.75,25781.25,0.249317,1,9,13.64
254,94461.87,sine,0.7350,38.50,94531.25,0.073443,1,9,9.62
255,18876.96,square,0.9239,20.68,18959.96,0.439699,1,8,10.63
256,70044.61,sine,0.9320,39.42,70068.36,0.033911,1,11,11.01
257,94482.38,square,0.8758,36.89,94531.25,0.051721,1,9,23.69
258,32590.95,triangle,0.1333,31.93,32656.25,0.200372,1,9,10.48
259,23770.87,sine,0.1693,33.93,23876.95,0.446253,1,35,38.04
260,34647.62,triangle,0.1588,26.31,34760.74,0.326489,1,22,23.92
261,54409.64,triangle,0.3869,32.52,54492.19,0.151719,1,1,1.32
262,88711.80,square,0.3097,20.49,88764.65,0.059576,1,18,28.61
263,87139.79,sine,0.8872,30.58,87158.20,0.021132,1,11,10.83
264,93967.70,triangle,0.9981,27.01,93994.14,0.028136,1,11,9.93
265,76951.64,square,0.5319,32.55,77041.02,0.116144,1,39,58.04
266,87494.03,triangle,0.7914,28.36,87548.83,0.062626,1,35,34.89
267,42714.34,triangle,0.3149,22.21,42724.61,0.024034,1,11,11.95
268,36107.59,sine,0.3667,24.67,36196.29,0.245642,1,8,9.39
269,5167.23,sine,0.9890,28.56,5273.44,2.055488,1,1,0.99
270,39048.34,triangle,0.2964,39.00,39082.03,0.086286,1,13,15.45
271,78848.16,sine,0.4758,37.58,78881.84,0.042714,1,2,2.28
272,94528.47,square,0.6521,23.34,94531.25,0.002941,1,9,12.27
273,99125.69,sine,0.9485,32.99,99184.57,0.059396,1,28,30.03
274,61165.94,square,0.3076,23.53,61181.64,0.025664,1,3,4.80
275,22828.13,sine,0.8016,27.00,22851.56,0.102627,1,1,1.40
276,6726.42,triangle,0.8954,38.56,6811.52,1.265137,1,82,80.55
277,99495.87,sine,0.4566,35.16,99497.07,0.001202,1,74,76.09
278,69906.04,sine,0.8342,24.49,69916.99,0.015665,1,28,29.64
279,23157.94,square,0.6336,31.60,23217.77,0.258354,1,44,60.34
280,10057.20,triangle,0.3390,22.59,10151.37,0.936347,1,64,50.15
281,88986.06,triangle,0.8759,36.19,89023.44,0.042004,1,17,14.43
282,65868.96,square,0.1783,28.17,65888.67,0.029932,1,15,19.45
283,37896.16,sine,0.7511,29.92,37958.98,0.165772,1,23,22.94
284,9023.58,sine,0.7149,21.52,9091.80,0.756036,1,95,79.72
285,85269.48,square,0.5325,31.85,85273.44,0.004636,1,65,94.64
286,82643.42,square,0.7102,31.31,82675.78,0.039163,1,29,41.87
287,27435.80,triangle,0.8177,33.17,27558.59,0.447572,1,29,32.71
288,85207.59,triangle,0.7375,36.74,85273.44,0.077278,1,65,60.57
289,70049.67,triangle,0.6568,35.05,70068.36,0.026673,1,11,13.73
290,16701.91,triangle,0.8847,20.58,16811.52,0.656320,1,48,50.06
291,82755.86,sine,0.4016,34.87,82783.20,0.033043,1,15,15.95
292,16915.23,triangle,0.8489,30.15,17026.37,0.657026,1,44,42.00
293,1632.20,sine,0.6552,39.62,1699.22,4.105955,1,245,160.89
294,63549.54,sine,0.6706,30.80,63593.75,0.069569,1,9,9.63
295,78204.69,sine,0.7849,30.83,78222.66,0.022968,1,5,5.49
296,96336.21,square,0.6694,38.64,96411.13,0.077774,1,2,3.38
297,11148.46,triangle,0.7191,21.36,11245.12,0.866973,1,32,33.83
298,30795.39,triangle,0.1606,31.64,30893.55,0.318754,1,28,31.50
299,35242.42,square,0.1412,37.43,35273.44,0.088004,1,17,30.16
300,97375.41,triangle,0.7747,22.60,97412.11,0.037691,1,11,16.49
301,76068.06,sine,0.1199,26.47,76083.98,0.020939,1,43,52.04
302,49375.68,triangle,0.7150,28.92,49418.95,0.087633,1,12,17.22
303,28089.04,triangle,0.4836,29.03,28139.65,0.180172,1,22,28.66
304,17198.76,triangle,0.7243,24.42,17294.92,0.559131,1,39,55.82
305,9155.72,triangle,0.6891,25.47,9228.52,0.795045,1,91,144.81
306,95135.49,sine,0.4891,38.87,95185.55,0.052614,1,19,56.55
307,42553.00,square,0.4578,25.48,42602.54,0.116407,1,12,20.69
308,98413.79,square,0.9047,24.60,98525.39,0.113402,1,19,68.26
309,22097.37,sine,0.6865,27.37,22216.80,0.540477,1,11,40.82
310,86571.47,square,0.9714,23.71,86660.16,0.102447,1,13,57.09
311,86993.69,triangle,0.7938,36.90,87011.72,0.020720,1,37,80.04
312,76341.38,square,0.2181,20.65,76464.84,0.161732,1,13,55.13
313,92163.94,square,0.8169,29.63,92187.50,0.025566,1,41,135.31
314,12613.51,sine,0.7170,28.61,12700.20,0.687236,1,72,88.03
315,20851.95,square,0.1578,31.64,20947.27,0.457116,1,31,47.55
316,27630.35,triangle,0.3793,29.10,27724.61,0.341155,1,27,30.69
317,2150.43,sine,0.4532,29.60,2241.21,4.221358,1,208,165.75
318,60402.03,sine,0.7255,37.20,60498.05,0.158956,1,7,7.69
319,78205.25,sine,0.5325,22.10,78222.66,0.022260,1,5,6.12
320,24962.46,triangle,0.2282,29.98,25048.83,0.346006,1,19,19.86
321,62197.42,triangle,0.6037,20.20,62270.51,0.117513,1,34,31.96
322,33319.67,square,0.1791,27.01,33398.44,0.236401,1,1,1.64
323,4287.11,sine,0.4572,22.65,4482.42,4.555848,1,55,61.43
324,57186.54,triangle,0.8205,24.00,57202.15,0.027287,1,6,6.11
325,17580.78,sine,0.6728,34.13,17670.90,0.512621,1,32,32.84
326,4127.03,triangle,0.1468,30.83,4160.16,0.802706,1,77,80.36
327,71196.99,triangle,0.7427,36.03,71269.53,0.101886,1,5,6.23
328,34605.57,triangle,0.1721,37.90,34658.20,0.152097,1,23,23.67
329,55211.65,triangle,0.5071,32.87,55268.55,0.103075,1,18,18.81
330,53113.86,triangle,0.1735,21.21,53129.88,0.030160,1,10,10.89
331,25463.22,sine,0.8846,24.38,25561.52,0.386060,1,12,11.95
332,97610.66,square,0.2639,35.79,97661.13,0.051708,1,22,31.51
333,66212.07,square,0.5998,34.38,66269.53,0.086784,1,13,19.84
334,23617.02,triangle,0.9773,33.01,23730.47,0.480371,1,37,40.15
335,20754.70,triangle,0.1650,20.61,20883.79,0.621962,1,32,36.99
336,26510.61,square,0.8814,34.54,26562.50,0.195748,1,41,56.59
337,74527.95,square,0.4113,27.42,74536.13,0.010985,1,6,10.38
338,98777.31,sine,0.8803,31.57,98803.71,0.026731,1,6,5.25
339,44422.93,triangle,0.5380,37.47,44428.71,0.013021,1,24,25.21
340,90169.48,square,0.3491,31.85,90234.38,0.071965,1,25,43.83
341,91323.97,sine,0.6607,32.63,91352.54,0.031282,1,8,8.22
342,73578.19,sine,0.7442,38.18,73696.29,0.160509,1,10,11.09
343,18788.63,sine,0.9743,23.62,18906.25,0.626029,1,9,8.19
344,85584.12,square,0.3225,37.41,85654.30,0.081993,1,3,5.42
345,45085.22,square,0.4233,31.86,45219.73,0.298338,1,18,23.62
346,17188.86,square,0.9725,25.16,17294.92,0.617019,1,39,48.49
347,66016.93,sine,0.7961,22.62,66079.10,0.094175,1,14,12.89
348,97012.28,square,0.3124,21.47,97084.96,0.074916,1,24,31.69
349,17806.03,square,0.4033,36.58,17885.74,0.447655,1,28,36.11
350,43657.86,sine,0.6554,34.14,43701.17,0.099196,1,3,3.37
351,17537.15,sine,0.1330,34.73,17617.19,0.456395,1,33,29.52
352,66716.65,square,0.8598,36.11,66840.82,0.186119,1,10,15.70
353,58950.08,triangle,0.2853,22.24,58959.96,0.016758,1,16,15.22
354,27705.21,sine,0.5781,38.73,27807.62,0.369626,1,26,30.80
355,4895.01,sine,0.5070,38.68,5112.30,4.439095,1,12,12.86
356,32299.45,square,0.1374,22.97,32377.93,0.242962,1,12,19.17
357,98676.38,triangle,0.1044,39.04,98803.71,0.129037,1,6,5.70
358,64272.87,triangle,0.5093,30.31,64316.41,0.067731,1,5,5.81
359,49395.81,triangle,0.2257,20.60,49418.95,0.046834,1,12,13.48
360,31485.06,triangle,0.2817,33.47,31542.97,0.183911,1,21,24.20
361,97021.29,sine,0.7053,28.88,97133.79,0.115950,1,12,15.55
362,86946.08,sine,0.7234,36.76,86953.12,0.008099,1,25,34.03
363,94516.81,triangle,0.5475,32.36,94531.25,0.015280,1,9,14.14
364,87021.59,square,0.1273,38.62,87055.66,0.039152,1,78,119.69
365,69263.15,triangle,0.2941,33.18,69267.58,0.006396,1,15,16.83
366,39992.58,square,0.1959,33.16,40092.77,0.250540,1,4,5.59
367,99941.96,sine,0.9795,28.14,99965.82,0.023875,1,14,11.46
368,87204.59,triangle,0.6103,34.77,87211.91,0.008397,1,24,21.05
369,87973.04,square,0.3943,33.35,87988.28,0.017324,1,21,31.83
370,80976.75,triangle,0.8180,28.71,81010.74,0.041980,1,8,8.55
371,81965.59,sine,0.5900,20.12,82065.43,0.121810,1,18,17.71
372,33134.00,square,0.4566,33.91,33212.89,0.238104,1,3,3.60
373,39467.25,square,0.3138,27.47,39531.25,0.162155,1,9,12.05
374,23499.69,sine,0.6431,33.36,23583.98,0.358691,1,39,35.85
375,62329.54,square,0.4418,37.27,62460.94,0.210804,1,49,60.35
376,52389.10,square,0.1231,26.82,52524.41,0.258293,1,14,15.52
377,38639.37,square,0.6222,30.67,38745.12,0.273687,1,16,20.48
